,Unnamed: 0,City,Client Group,Contact Method,Country,Date Closed,Language,Month,Organization,Postal/Zip Code,Prog. Area,Program,Prov/State,Reason for Enquiry,Resolution,SRT #,SRT Status,Sector,Topic
1137,1137,Scarborough,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",M1K4G2,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,498020,Closed,Digital Transformation Service Sector,Internet radio and wireless
1138,1138,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498014,Closed,Digital Transformation Service Sector,Internet radio and wireless
1139,1139,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498017,Closed,Digital Transformation Service Sector,Internet radio and wireless
1140,1140,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,498031,Closed,Digital Transformation Service Sector,Internet radio and wireless
1141,1141,,Entrepreneur,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,,"Problem (Non-Technical)
Requires Expert Information",Referral (Internal),498030,Closed,Digital Transformation Service Sector,Corporations
1142,1142,Saint-Laurent,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",H4L4T8,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498036,Closed,Digital Transformation Service Sector,Internet radio and wireless
1143,1143,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Newfoundland and Labrador,Requires Information on a Procedure,Completed,498033,Closed,Digital Transformation Service Sector,Internet radio and wireless
1144,1144,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,"Hang Up
Requires Information on a Procedure",Completed,498034,Closed,Digital Transformation Service Sector,Internet radio and wireless
1145,1145,,Professional Services,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,E-Filing - Tier 2,Office of the Superintendent of Bankruptcy (OSB),Ontario,"Obtain Official Document
Requires Expert Information",Completed,498026,Closed,Small Business Tourism and Marketplace Services,Bankruptcy
1146,1146,Grimsby,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",L3M3T2,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,498025,Closed,Digital Transformation Service Sector,Internet radio and wireless
1147,1147,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,,Requires Information on a Procedure,Completed,498029,Closed,Digital Transformation Service Sector,Internet radio and wireless
1148,1148,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,Password,IC Registration,,Problem (Non-Technical),Completed,498003,Closed,Communications and Marketing Branch,Intellectual property and copyright
1149,1149,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,498028,Closed,Digital Transformation Service Sector,Internet radio and wireless
1150,1150,,Company,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Innovation Advisors,Ontario,Requires Expert Information,Referral (Internal),498082,Closed,Innovation Canada,Innovation
1151,1151,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,"Requires Expert Information
Status Update",Referral (Internal),498083,Closed,Digital Transformation Service Sector,Internet radio and wireless
1152,1152,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Alberta,Status Update,Completed,498074,Closed,Digital Transformation Service Sector,Internet radio and wireless
1153,1153,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,Computers for Schools - Tier 2,Spectrum Management and Telecommunications,Québec,Requires Expert Information,Referral (Internal),498081,Closed,Spectrum Information Technologies and Telecommunications,Internet radio and wireless
1154,1154,,Company,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,File an Annual Return,Corporations Canada (CC),,Requires Expert Information,Referral (Internal),498079,Closed,Small Business Tourism and Marketplace Services,Corporations
1155,1155,Laval,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",H7R4N1,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498096,Closed,Digital Transformation Service Sector,Internet radio and wireless
1156,1156,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,,Requires Expert Information,Completed,498088,Closed,Digital Transformation Service Sector,Internet radio and wireless
1157,1157,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,Revive a Corporation,Corporations Canada (CC),Ontario,Requires Information on a Procedure,Completed,498089,Closed,Small Business Tourism and Marketplace Services,Corporations
1158,1158,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,,Requires Information on a Procedure,Completed,498090,Closed,Digital Transformation Service Sector,Internet radio and wireless
1159,1159,Orangeville,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",L9W7B5,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,498094,Closed,Digital Transformation Service Sector,Internet radio and wireless
1160,1160,,Entrepreneur,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",,Requires Information on a Procedure,Completed,498084,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
1161,1161,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Saskatchewan,Requires Expert Information,Completed,498093,Closed,Digital Transformation Service Sector,Internet radio and wireless
1162,1162,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Prince Edward Island,Requires Information on a Procedure,Completed,498072,Closed,Digital Transformation Service Sector,Internet radio and wireless
1163,1163,Sherbrooke,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",J1H4P2,,Connecting Families,Québec,Status Update,Completed,498067,Closed,Digital Transformation Service Sector,Internet radio and wireless
1164,1164,Toronto,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",M4C5L7,,Connecting Families,Ontario,Status Update,Completed,498070,Closed,Digital Transformation Service Sector,Internet radio and wireless
1165,1165,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498069,Closed,Digital Transformation Service Sector,Internet radio and wireless
1166,1166,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,498073,Closed,Digital Transformation Service Sector,Internet radio and wireless
1167,1167,,Individual,Telephone,Canada,2019-01-23,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497917,Closed,Digital Transformation Service Sector,Internet radio and wireless
1168,1168,,Individual,Telephone,Canada,2019-01-23,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497914,Closed,Digital Transformation Service Sector,Internet radio and wireless
1169,1169,,Individual,Telephone,Unknown,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Search for a Federal Corporation,Corporations Canada (CC),,Requires Information on a Procedure,Completed,497927,Closed,Small Business Tourism and Marketplace Services,Corporations
1170,1170,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497900,Closed,Digital Transformation Service Sector,Internet radio and wireless
1171,1171,,Company,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,Search for a Federal Corporation,Corporations Canada (CC),Québec,"Requires Expert Information
Requires Information on a Procedure",Completed,497899,Closed,Small Business Tourism and Marketplace Services,Corporations
1172,1172,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Alberta,Requires Information on a Procedure,Completed,497928,Closed,Digital Transformation Service Sector,Internet radio and wireless
1173,1173,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497898,Closed,Digital Transformation Service Sector,Internet radio and wireless
1174,1174,Pierrefonds,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",H9K1N3,,Connecting Families,Québec,"Requires Expert Information
Status Update",Partial Resolution + Internal,497926,Closed,Digital Transformation Service Sector,Internet radio and wireless
1175,1175,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Ontario,Spectrum Management and Telecommunications,,"Requires Expert Information
Status Update",Completed,497936,Closed,Spectrum Information Technologies and Telecommunications,Internet radio and wireless
1176,1176,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Federal Government
Innovation, Science and Economic Development Canada",,,"Business Development Bank of Canada (BDC)
Canada Small Business Financing Program (CSBFP)
Innovation Advisors
Innovation Canada Platform",British Columbia,"Requires Expert Information
Requires Information on a Procedure
Requires Navigational Aid",Completed,497935,Closed,"Small Business Tourism and Marketplace Services
Innovation Canada","Financing
Innovation"
1177,1177,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497895,Closed,Digital Transformation Service Sector,Internet radio and wireless
1178,1178,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497897,Closed,Digital Transformation Service Sector,Internet radio and wireless
1179,1179,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497896,Closed,Digital Transformation Service Sector,Internet radio and wireless
1180,1180,,Company,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Company Registration,Indigenous Business Directory,Alberta,Requires Expert Information,Referral (Internal),497931,Closed,Digital Transformation Service Sector,Industries and business
1181,1181,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Manitoba,Requires Information on a Procedure,Completed,497930,Closed,Digital Transformation Service Sector,Internet radio and wireless
1182,1182,,Professional Services,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,"Bankruptcy and Insolvency Records
Other",Office of the Superintendent of Bankruptcy (OSB),,Requires Contact Information,Completed,497934,Closed,Small Business Tourism and Marketplace Services,Bankruptcy
1183,1183,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497932,Closed,Digital Transformation Service Sector,Internet radio and wireless
1184,1184,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497933,Closed,Digital Transformation Service Sector,Internet radio and wireless
1185,1185,Mont-Royal,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",H3N3D4,,Connecting Families,Québec,Status Update,Completed,497915,Closed,Digital Transformation Service Sector,Internet radio and wireless
1186,1186,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497913,Closed,Digital Transformation Service Sector,Internet radio and wireless
1187,1187,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497916,Closed,Digital Transformation Service Sector,Internet radio and wireless
1188,1188,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497906,Closed,Digital Transformation Service Sector,Internet radio and wireless
1189,1189,,Individual,Telephone,Unknown,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Innovation Superclusters Initiative,,"Requires Expert Information
Status Update",Referral (Internal),497912,Closed,Innovation Canada,Innovation
1190,1190,,Individual,Telephone,Canada,2019-01-22,French,Jan,Federal Government,,,Canadian Anti-Fraud Centre (CAFC),Québec,Requires Information on a Procedure,Referral (External),497911,Closed,,Other
1191,1191,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497908,Closed,Digital Transformation Service Sector,Internet radio and wireless
1192,1192,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497910,Closed,Digital Transformation Service Sector,Internet radio and wireless
1193,1193,Downsview,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",M3M2H1,,Connecting Families,Ontario,Status Update,Completed,497909,Closed,Digital Transformation Service Sector,Internet radio and wireless
1194,1194,,Individual,Telephone,Canada,2019-01-22,French,Jan,Enterprises,,,Private Enterprise,Québec,Other,Completed,497923,Closed,,Internet radio and wireless
1195,1195,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Saskatchewan,Requires Information on a Procedure,Completed,497902,Closed,Digital Transformation Service Sector,Internet radio and wireless
1196,1196,La Prairie,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",J5R3J3,,Connecting Families,Québec,Status Update,Completed,497901,Closed,Digital Transformation Service Sector,Internet radio and wireless
1197,1197,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Registration,IC Registration,Québec,Problem (Non-Technical),Completed,497925,Closed,Communications and Marketing Branch,Other
1198,1198,,Company,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Dissolve a Corporation,Corporations Canada (CC),Québec,"Requires Expert Information
Requires Information on a Procedure",Referral (Internal),497918,Closed,Small Business Tourism and Marketplace Services,Corporations
1199,1199,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497904,Closed,Digital Transformation Service Sector,Internet radio and wireless
1200,1200,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Manitoba,Requires Information on a Procedure,Completed,497921,Closed,Digital Transformation Service Sector,Internet radio and wireless
1201,1201,Montréal,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",H1W0A3,,Connecting Families,Québec,Status Update,Completed,497919,Closed,Digital Transformation Service Sector,Internet radio and wireless
1202,1202,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497903,Closed,Digital Transformation Service Sector,Internet radio and wireless
1203,1203,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Alberta,Requires Information on a Procedure,Completed,497876,Closed,Digital Transformation Service Sector,Internet radio and wireless
1204,1204,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497875,Closed,Digital Transformation Service Sector,Internet radio and wireless
1205,1205,,Entrepreneur,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Trade-Marks,Canadian Intellectual Property Office (CIPO),New Brunswick,"Requires Expert Information
Requires Information on a Procedure",Referral (Internal),497878,Closed,Canadian Intellectual Property Office,Intellectual property and copyright
1206,1206,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497877,Closed,Digital Transformation Service Sector,Internet radio and wireless
1207,1207,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497870,Closed,Digital Transformation Service Sector,Internet radio and wireless
1208,1208,Montréal,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",H1G519,,Connecting Families,Québec,Status Update,Completed,497891,Closed,Digital Transformation Service Sector,Internet radio and wireless
1209,1209,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497873,Closed,Digital Transformation Service Sector,Internet radio and wireless
1210,1210,Hamilton,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",L8W2X6,,Connecting Families,Ontario,"Requires Expert Information
Status Update",Partial Resolution + Internal,497871,Closed,Digital Transformation Service Sector,Internet radio and wireless
1211,1211,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497872,Closed,Digital Transformation Service Sector,Internet radio and wireless
1212,1212,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Prince Edward Island,Requires Information on a Procedure,Completed,497885,Closed,Digital Transformation Service Sector,Internet radio and wireless
1213,1213,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497883,Closed,Digital Transformation Service Sector,Internet radio and wireless
1214,1214,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Referral (Internal),497888,Closed,Digital Transformation Service Sector,Internet radio and wireless
1215,1215,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,,Requires Information on a Procedure,Completed,497886,Closed,Digital Transformation Service Sector,Internet radio and wireless
1216,1216,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497880,Closed,Digital Transformation Service Sector,Internet radio and wireless
1217,1217,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497879,Closed,Digital Transformation Service Sector,Internet radio and wireless
1218,1218,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497882,Closed,Digital Transformation Service Sector,Internet radio and wireless
1219,1219,,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497890,Closed,Digital Transformation Service Sector,Internet radio and wireless
1220,1220,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497889,Closed,Digital Transformation Service Sector,Internet radio and wireless
1221,1221,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,British Columbia,Requires Information on a Procedure,Completed,497855,Closed,Digital Transformation Service Sector,Internet radio and wireless
1222,1222,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497854,Closed,Digital Transformation Service Sector,Internet radio and wireless
1223,1223,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497858,Closed,Digital Transformation Service Sector,Internet radio and wireless
1224,1224,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Newfoundland and Labrador,Requires Information on a Procedure,Completed,497857,Closed,Digital Transformation Service Sector,Internet radio and wireless
1225,1225,,Individual,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,,Connecting Families,Ontario,Requires Information on a Procedure,Completed,497893,Closed,Digital Transformation Service Sector,Internet radio and wireless
1226,1226,Pointe-Au-Père,Individual,Telephone,Canada,2019-01-22,French,Jan,"Innovation, Science and Economic Development Canada",G5M2T9,,Connecting Families,Québec,Requires Information on a Procedure,Completed,497894,Closed,Digital Transformation Service Sector,Internet radio and wireless
1227,1227,,Company,Telephone,Canada,2019-01-22,English,Jan,"Innovation, Science and Economic Development Canada",,Weights and Measures,Measurement Canada (MC),Alberta,Requires Contact Information,Completed,497853,Closed,Small Business Tourism and Marketplace Services,Weights and measures
